SystemContractID,NetUnitPrice,ShortText,Currency,PaymentTerms,ValidityPeriodStartDate,ValidityPeriodEndDate,SystemContractNumber,SystemContractItemNumber,Name,QuantityUnit,COUNT
25-PA-00010-2,18000.0,"HIRE: EQUIPMENT;TELEHANDLER,5 T,LONG TERM RENTAL 1 YEAR OR MORE,VENDOR,VENDOR,12 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,2,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
23-PA-00193-2,9900.0,"HIRE: PASSENGER VEHICLE;LUXURY BUS,MERCEDEZ,TOURISMO OR EQUIVALENT,ROUTE: JUBAIL-RAK-JUBAIL,PER MONTH 5 DAYS WEEK,LONG DISTANCE BUS SERVICE,INCLUDE MAINTENANCE,DRIVER,FUEL AND INSURANCE",SAR,300000192972417,2016-05-15T00:00:00,2026-12-31T00:00:00,23-PA-00193,2,AlSalem Transportation & Tourism Company,,5
25-PA-00010-4,550.0,"HIRE: MANPOWER,SKILLED;PER DAY,12 HR/DAY,CLASS 3,SHORT TERM DAILY RENTAL,RIGGER",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,4,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
24-PA-00080-25,1.0,"TRANSPORT: FREIGHT, PURPOSE: MAIL ROOM AND COURIER SERVICES-UPS-SIGNED (CONTRACT NO: 16-005-SS-004)",SAR,300000192972447,2024-03-31T00:00:00,2027-04-01T00:00:00,24-PA-00080,25,EIRAD FOR TRADING AND CONTRACTING CO LTD UPS,,5
23-PA-00442-1,15.1027,"INSTALL: CONCRETE;TO MAKE THE SURFACE LEVELING OF THE EXISTING GROUND +/-300 MM DEVIATION FROM THE MEAN LEVEL,EXISTING SUBGRADE GRADING AS PER SURVEY REPORT BY MACHINE.,SQUARE METER",SAR,300000192972417,2023-06-01T00:00:00,2026-06-01T00:00:00,23-PA-00442,1,Rezayat Company Limited,,5
23-PA-00440-1,1300.0,"DEMOLISH: STRUCTURE;NON STURCTURAL CONCRETE PAVEMENT,FOUNDATIONS AND PEDESTAL,CUBIC METER",SAR,300000192972417,2023-06-01T00:00:00,2026-06-01T00:00:00,23-PA-00440,1,Tamimi Industrial Services,,5
24-PA-00080-23,1.0,"TRANSPORT: FREIGHT, PURPOSE: MAIL ROOM AND COURIER SERVICES-UPS-SIGNED (CONTRACT NO: 16-005-SS-004)",SAR,300000192972447,2024-03-31T00:00:00,2027-04-01T00:00:00,24-PA-00080,23,EIRAD FOR TRADING AND CONTRACTING CO LTD UPS,,5
22-PA-00042-2,225.0,"PROVIDE: SURVEY,SHIPMENT;WITNESSING SAMPLE ANALYSIS,PER MANDAY (8 HOURS),FERTILIZER BAGGING AND CONTAINER INSPECTION & SURVEY SERVICES MPC RAK INSPECTION AND SURVEYING SERVICES",SAR,300000192972461,2019-03-14T00:00:00,2026-12-31T00:00:00,22-PA-00042,2,Intertek Saudi Arabia Ltd,,5
22-PA-00296-2,6313.0,"CLEAN: EQUIPMENT;MANPOWER, WASHING MGA WAGONS, SAUDI ARABIA RAILWAY  OK, AS PER SOW, SAR, SAR LOCATION",SAR,300000192972378,2018-01-01T00:00:00,2037-05-17T00:00:00,22-PA-00296,2,Saudi Railway Company,,5
25-PA-00010-7,21000.0,"HIRE: EQUIPMENT;BOOM TRUCK,10 T - WITH 10 T CAPACITY LIFT,LONG TERM RENTAL 1 YEAR OR MORE,VENDOR,VENDOR,12 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,7,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
24-PA-00076-78,1.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,78,YUSUF BIN AHMED KANOO COMPANY LIMITED,,5
22-PA-00512-7,18.75,"HIRE: MANPOWER,SKILLED;HOURLY,HOLE WATCH OR FIRE WATCH",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,7,GULF ASIA CONTRACTING COMPANY,,5
25-PA-00010-18,16500.0,"HIRE: EQUIPMENT;FORKLIFT,10 T,DIESEL,HEIGHT WITH LOWERED MAST - 3590 MM,LIFT HEIGHT - 4000 MM,LONG TERM RENTAL 1 YEAR OR MORE,VENDOR,VENDOR,12 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,18,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
22-PA-00391-1,1.0,"REFILL: EXTINGUISHER,FIRE;PORTABLE DRY CHEMICAL FIRE EXTINGUISHERS ANS,PER KG,ONSITE,RE-CHARGE FORAY FOR ABC AGENT",SAR,300000192972463,2019-10-01T00:00:00,2026-12-31T00:00:00,22-PA-00391,1,REDA TRADING and DEVELOPMENT CO. FOR MACHINERY and EQUIPMENT LTD,,5
22-PA-00512-1,85.87,"HIRE: MANPOWER,ENGINEER;OVERTIME PER HOUR,NORMAL SHIFT HOURS: 12 HR,SHUTDOWN SUPPLY,SUPPLY OF MAINTENANCE SERVICES,MECHANICAL SENIOR ENGINEER",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,1,GULF ASIA CONTRACTING COMPANY,,5
24-PA-00852-1,9.5,Oxygen scavenger -Hydrex 1992,SAR,300000192972447,2024-08-21T00:00:00,2027-08-20T00:00:00,24-PA-00852,1,Veolia Water Technologies Saudi Limited,,5
22-PA-00370-45,1.0,PROVIDE: CATERING SERVICES;PURPOSE: FRAMEWORK AGREEMENT-CATERING SERVICES (CONTRACT NO: 20-SS-001),SAR,300000192972418,2021-10-03T00:00:00,2027-10-03T00:00:00,22-PA-00370,45,CATRION CATERING HOLDING COMPANY,,5
24-PA-00852-1,5.3, Corrosion inhibitor-Hydrex2856,SAR,300000192972447,2024-08-21T00:00:00,2027-08-20T00:00:00,24-PA-00852,1,Veolia Water Technologies Saudi Limited,,5
25-PA-00010-17,16500.0,"HIRE: EQUIPMENT;FORKLIFT,10 T,DIESEL,HEIGHT WITH LOWERED MAST - 3590 MM,LIFT HEIGHT - 4000 MM,LONG TERM RENTAL 1 YEAR OR MORE,VENDOR,VENDOR,12 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,17,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
24-PA-00466-16,950.0,"HIRE: MANPOWER,SKILLED;DAILY,CRANE AND LIFTING EQUIPMENT INSPECTION SERVICES,ON CALL-INSPECTOR",SAR,300000192972417,2024-07-01T00:00:00,2027-06-30T00:00:00,24-PA-00466,16,Zamil Inspection And Contracting Co,,5
22-PA-00131-1,1.0,"HIRE: MANPOWER, SKILLED;OF INSULATION TEAM FOR REFINERY SERVICES FROM RB HILTON",SAR,300000192972417,2021-05-01T00:00:00,2026-04-30T00:00:00,22-PA-00131,1,R B Hilton Saudi Arabia Ltd,,5
25-PA-00010-8,450.0,"HIRE: MANPOWER,SKILLED;PER DAY,12 HR/DAY,SHORT TERM DAILY RENTAL,FOR MAN LIFT AND FORKLIFT,FLAGMAN",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,8,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
24-PA-00466-15,950.0,"HIRE: MANPOWER,SKILLED;DAILY,CRANE AND LIFTING EQUIPMENT INSPECTION SERVICES,ON CALL-INSPECTOR",SAR,300000192972417,2024-07-01T00:00:00,2027-06-30T00:00:00,24-PA-00466,15,Zamil Inspection And Contracting Co,,5
23-PA-00193-7,45.0,"HIRE: PASSENGER VEHICLE;SHUTTLE BUS,29 SEATER,COASTER,PER HOUR,ADDITIONAL HOURLY RATE FOR EXTRA HOURS,SHUTTLE BUS SERVICE,INCLUDE MAINTENANCE,DRIVER,FUEL AND INSURANCE",SAR,300000192972417,2016-05-15T00:00:00,2026-12-31T00:00:00,23-PA-00193,7,AlSalem Transportation & Tourism Company,,5
24-PA-01063-2,30.43,BATTERY ENERGIZER AA 4+2 6 PCS/PK,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,2,Jarir bookstore,,5
24-PA-00076-6,50.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,6,YUSUF BIN AHMED KANOO COMPANY LIMITED,,5
22-PA-00257-1,136.5,"PAY: FEES;MATERIAL & MISC SERVICES, ACTUAL + 5% MARKUP",SAR,300000192972417,2021-03-25T00:00:00,2026-07-31T00:00:00,22-PA-00257,1,Rezayat Company Limited,,5
23-PA-00193-1,12300.0,"HIRE: PASSENGER VEHICLE;LUXURY BUS,MERCEDEZ,TOURISMO OR EQUIVALENT,ROUTE: KHAFJI-RAK-KHAFJI,PER MONTH 5 DAYS WEEK,LONG DISTANCE BUS SERVICE,INCLUDE MAINTENANCE,DRIVER,FUEL AND INSURANCE",SAR,300000192972417,2016-05-15T00:00:00,2026-12-31T00:00:00,23-PA-00193,1,AlSalem Transportation & Tourism Company,,5
25-PA-00129-3,1.0,REPAIR: VALVE;PURPOSE: VALVE REPAIR SERVICES (CONTRACT NO: 21-848-BX-198),SAR,300000192972423,2025-02-20T00:00:00,2028-02-19T00:00:00,25-PA-00129,3,Emerson Saudi Arabia LLC,,5
25-PA-00010-8,62000.0,"HIRE: EQUIPMENT;CRANE,100 T,MOBILE HYDRAULIC TYRE MOUNTED CRANE ALL TERRAIN,LONG TERM RENTAL 1 YEAR OR MORE,VENDOR,VENDOR,12 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,8,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
24-PA-00076-76,1.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,76,YUSUF BIN AHMED KANOO COMPANY LIMITED,,5
24-PA-00112-1,127259.0,"PAY: FEES;OPERATION AND MAINTENANCE FEE, AMMONIA, FIXED, OPERATION AND MAINTENANCE FEE FOR SUPPLY OF NATURAL GAS",SAR,10134,2009-11-01T00:00:00,2029-10-31T00:00:00,24-PA-00112,1,SAUDI ARABIAN OIL COMPANY ( SAUDI ARAMCO),,5
25-PA-00010-13,53500.0,"HIRE: EQUIPMENT;CRANE,80 T,LONG TERM RENTAL 1 YEAR OR MORE,VENDOR,VENDOR,12 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,13,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
24-PA-00080-22,1.0,"TRANSPORT: FREIGHT, PURPOSE: MAIL ROOM AND COURIER SERVICES-UPS-SIGNED (CONTRACT NO: 16-005-SS-004)",SAR,300000192972447,2024-03-31T00:00:00,2027-04-01T00:00:00,24-PA-00080,22,EIRAD FOR TRADING AND CONTRACTING CO LTD UPS,,5
24-PA-01063-3,10.43,MARKER BOARD CHISEL TIP 4/SET 4 MARKERS/SET,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,3,Jarir bookstore,,5
24-PA-01063-4,5.0,BALLPEN 1430 1M BLE 10EA/BX 10/BX,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,4,Jarir bookstore,,5
23-PA-00442-3,400.0,"REPAIR: CONCRETE;HAIRLINE CRACK,PER POINT",SAR,300000192972417,2023-06-01T00:00:00,2026-06-01T00:00:00,23-PA-00442,3,Rezayat Company Limited,,5
24-PA-00852-1,8.0,Oxygen scavenger – VEOLIA -HYDREX 1992,SAR,300000192972447,2024-08-21T00:00:00,2027-08-20T00:00:00,24-PA-00852,1,Veolia Water Technologies Saudi Limited,,5
23-PA-00758-1,1.0,"PROVIDE: WAREHOUSE AND STORE SERVICES;CHEMICAL WAREHOUSE,PER MONTH",SAR,300000192972423,2023-05-01T00:00:00,2026-05-01T00:00:00,23-PA-00758,1,Aldrees Petroleum & Transport Services Company,,5
23-PA-00193-1,34000.0,"HIRE: PASSENGER VEHICLE;BUS,DAMMAM/KHOBAR,RAK,PER DAY,ANY TRIP(ROUND TRIP),ADDITIONAL BUSES,LONG DISTANCE BUS SERVICE,INCLUDE MAINTENANCE,DRIVER,FUEL AND INSURANCE",SAR,300000192972417,2016-05-15T00:00:00,2026-12-31T00:00:00,23-PA-00193,1,AlSalem Transportation & Tourism Company,,5
24-PA-00076-80,1.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,80,YUSUF BIN AHMED KANOO COMPANY LIMITED,,5
24-PA-00076-4,30.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,4,YUSUF BIN AHMED KANOO COMPANY LIMITED,,5
23-PA-00193-6,45.0,"HIRE: PASSENGER VEHICLE;SHUTTLE BUS,29 SEATER,COASTER,PER HOUR,ADDITIONAL HOURLY RATE FOR EXTRA HOURS,SHUTTLE BUS SERVICE,INCLUDE MAINTENANCE,DRIVER,FUEL AND INSURANCE",SAR,300000192972417,2016-05-15T00:00:00,2026-12-31T00:00:00,23-PA-00193,6,AlSalem Transportation & Tourism Company,,5
25-PA-00010-21,18750.0,"HIRE: EQUIPMENT;MANLIFT,HT 15 M,LONG TERM RENTAL 1 YEAR OR MORE,VENDOR,VENDOR,24 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,21,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
24-PA-01063-10,13.04,HIGHLIGHTER 4/SET 254852 4PCS SET BLE;GRN;PINK;YLW,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,10,Jarir bookstore,,5
24-PA-00076-79,1.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,79,YUSUF BIN AHMED KANOO COMPANY LIMITED,,5
23-PA-00440-1,205.5858,"APPLY: COATING;PROTECTIVE COATING FOR STRUCTURAL CONCRETE FOUNDATIONS,EPOXY BASE,NITOFLOOR FC150 - 400 MICRONS,SQUARE METER,FLOOR AND PIT SHALL BE IN ACCORDANCE WITH MD-101-1000-EG-GE-SPC-001 AND MFR RECOMMENDATION,SUPPLY",SAR,300000192972417,2023-06-01T00:00:00,2026-06-01T00:00:00,23-PA-00440,1,Tamimi Industrial Services,,5
25-PA-00803-16,1.0,"MAINTAIN: BUILDING;MAADEN, MAINTAIN: FACILITY, HIRE SKILLED MANPOWER, PROVIDE: FACILITY CORRECTIVE AND PREVENTIVE MAINTENANCE AND REQUIRED TOOLS AND SPARE PARTS",SAR,300000192972447,2025-01-01T00:00:00,2030-01-01T00:00:00,25-PA-00803,16,Zahran Company for Operation and Maintenance,,5
24-PA-00080-20,1.0,"TRANSPORT: FREIGHT, PURPOSE: MAIL ROOM AND COURIER SERVICES-UPS-SIGNED (CONTRACT NO: 16-005-SS-004)",SAR,300000192972447,2024-03-31T00:00:00,2027-04-01T00:00:00,24-PA-00080,20,EIRAD FOR TRADING AND CONTRACTING CO LTD UPS,,5
23-PA-00442-2,43.5,"HIRE: MANPOWER,SKILLED;HOUR,CIVIL REPAIR  AND MAINTENACE,CIVIL SUPERVISOR",SAR,300000192972417,2023-06-01T00:00:00,2026-06-01T00:00:00,23-PA-00442,2,Rezayat Company Limited,,5
24-PA-00577-2,950.0,"HIRE: MANPOWER,SKILLED;DAILY,CRANE AND LIFTING EQUIPMENT INSPECTION SERVICES,ON CALL-INSPECTOR",SAR,300000192972417,2024-07-01T00:00:00,2027-06-30T00:00:00,24-PA-00577,2,Zamil Inspection And Contracting Co,,5
22-PA-00512-2,36.75,"HIRE: MANPOWER,SKILLED;MECHANICAL SUPERVISOR,PER HOUR,12 HR,REGULAR SUPPLY,SUPPLY OF MAINTENANCE SERVICES",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,2,GULF ASIA CONTRACTING COMPANY,,5
24-PA-00080-24,1.0,"TRANSPORT: FREIGHT, PURPOSE: MAIL ROOM AND COURIER SERVICES-UPS-SIGNED (CONTRACT NO: 16-005-SS-004)",SAR,300000192972447,2024-03-31T00:00:00,2027-04-01T00:00:00,24-PA-00080,24,EIRAD FOR TRADING AND CONTRACTING CO LTD UPS,,5
22-PA-00512-1,29.72,"HIRE: MANPOWER,SKILLED;EXPAT EMPLOYEE,12 HR,REGULAR MAINTENANCE AND HOUSE KEEPING SERVICES AS AND WHEN REQURIED,RATE SCHEDULE: CATEGORY C,SAFETY OFFICER",SAR,300000192972410,2019-07-15T00:00:00,2026-12-31T00:00:00,22-PA-00512,1,GULF ASIA CONTRACTING COMPANY,,5
25-PA-00010-3,29500.0,"HIRE: EQUIPMENT;TELEHANDLER,5 T,LONG TERM RENTAL 1 YEAR OR MORE,VENDOR,VENDOR,24 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,3,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
22-PA-00515-1,7500.0,"HIRE: MANPOWER, SKILLED;EMPLOYMENT CONTRACTOR FIXED PAY,BASIC PAY RANGE 7001 TO 7500   SAR,TYPE 0",SAR,300000192972417,2022-02-21T00:00:00,2028-02-21T00:00:00,22-PA-00515,1,ELEGANT FOR INDUSTRIAL SECURITY SERVICES COMPANY,,5
24-PA-01063-8,10.43,MARKER BOARD CHISEL TIP 4/SET 4 MARKERS/SET,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,8,Jarir bookstore,,5
24-PA-00080-21,1.0,"TRANSPORT: FREIGHT, PURPOSE: MAIL ROOM AND COURIER SERVICES-UPS-SIGNED (CONTRACT NO: 16-005-SS-004)",SAR,300000192972447,2024-03-31T00:00:00,2027-04-01T00:00:00,24-PA-00080,21,EIRAD FOR TRADING AND CONTRACTING CO LTD UPS,,5
24-PA-00080-27,1.0,"TRANSPORT: FREIGHT, PURPOSE: MAIL ROOM AND COURIER SERVICES-UPS-SIGNED (CONTRACT NO: 16-005-SS-004)",SAR,300000192972447,2024-03-31T00:00:00,2027-04-01T00:00:00,24-PA-00080,27,EIRAD FOR TRADING AND CONTRACTING CO LTD UPS,,5
23-PA-00445-1,5.9,"TRANSPORT: MATERIAL;SHIFTING OF CONCENTRATE,PER TON,FROM IN AND OUT OF CSF",SAR,300000192972357,2022-06-05T00:00:00,2027-06-05T00:00:00,23-PA-00445,1,Khairat Al Ardh Contracting Company,,5
25-PA-00010-2,13600.0,"HIRE: MANPOWER,SKILLED;PER MONTH,24 HR/DAY,CLASS 2,LONG TERM RENTAL 1 YEAR OR MORE,RIGGER",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,2,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
24-PA-00076-81,1.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,81,YUSUF BIN AHMED KANOO COMPANY LIMITED,,5
24-PA-00156-65,1.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972410,2023-11-27T00:00:00,2026-11-26T00:00:00,24-PA-00156,65,Company Almatar Alarabi Commercial Services CJSC,,5
24-PA-00080-19,1.0,"TRANSPORT: FREIGHT, PURPOSE: MAIL ROOM AND COURIER SERVICES-UPS-SIGNED (CONTRACT NO: 16-005-SS-004)",SAR,300000192972447,2024-03-31T00:00:00,2027-04-01T00:00:00,24-PA-00080,19,EIRAD FOR TRADING AND CONTRACTING CO LTD UPS,,5
24-PA-00076-75,1.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,75,YUSUF BIN AHMED KANOO COMPANY LIMITED,,5
23-PA-00445-1,6.5,"PROVIDE: MINING OPERATIONS;POC,CRUSHING OF ORE,PER TON",SAR,300000192972357,2022-06-05T00:00:00,2027-06-05T00:00:00,23-PA-00445,1,Khairat Al Ardh Contracting Company,,5
24-PA-01063-1,4.34,PEN ROLLER 0.5MM BLE CONEPOINT,SAR,300000192972445,2024-11-01T00:00:00,2027-11-02T00:00:00,24-PA-01063,1,Jarir bookstore,,5
24-PA-00080-28,1.0,"TRANSPORT: FREIGHT, PURPOSE: MAIL ROOM AND COURIER SERVICES-UPS-SIGNED (CONTRACT NO: 16-005-SS-004)",SAR,300000192972447,2024-03-31T00:00:00,2027-04-01T00:00:00,24-PA-00080,28,EIRAD FOR TRADING AND CONTRACTING CO LTD UPS,,5
25-PA-00010-1,18000.0,"HIRE: EQUIPMENT;TELEHANDLER,5 T,LONG TERM RENTAL 1 YEAR OR MORE,VENDOR,VENDOR,12 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,1,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
25-PA-00010-6,1900.0,"HIRE: EQUIPMENT;BOOM TRUCK,10 T - WITH 10 T CAPACITY CRANE,SHORT TERM DAILY RENTAL,VENDOR,VENDOR,12 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,6,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
25-PA-00010-1,37600.0,"HIRE: EQUIPMENT;CRANE,500 T,MOBILE HYDRAULIC TYRE MOUNTED CRANE ALL TERRAIN,SHORT TERM DAILY RENTAL,VENDOR,VENDOR,12 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,1,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
25-PA-00010-9,108900.0,"HIRE: EQUIPMENT;CRANE,100 T,MOBILE HYDRAULIC TYRE MOUNTED CRANE ALL TERRAIN,LONG TERM RENTAL 1 YEAR OR MORE,VENDOR,VENDOR,24 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,9,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
25-PA-00010-22,32800.0,"HIRE: EQUIPMENT;MANLIFT,HT 15 M,LONG TERM RENTAL 1 YEAR OR MORE,VENDOR,VENDOR,12 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,22,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
25-PA-00010-1,35400.0,"HIRE: EQUIPMENT;CRANE,55 T,LONG TERM RENTAL 1 YEAR OR MORE,VENDOR,VENDOR,24 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,1,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
24-PA-00076-77,1.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972443,2023-12-12T00:00:00,2026-12-13T00:00:00,24-PA-00076,77,YUSUF BIN AHMED KANOO COMPANY LIMITED,,5
24-PA-00156-63,1.0,"PROVIDE: ADMINISTRATIVE SERVICES;BUSINESS AND VACATION TRAVEL, DOMESTIC AND INTERNATIONAL, AIR TICKET, HOTEL ACCOMODATION, CAR TRANSFER, MEETING, AMOUNT BASE",SAR,300000192972410,2023-11-27T00:00:00,2026-11-26T00:00:00,24-PA-00156,63,Company Almatar Alarabi Commercial Services CJSC,,5
22-PA-00257-1,252.0,"PAY: FEES;MATERIAL & MISC SERVICES, ACTUAL + 5% MARKUP",SAR,300000192972417,2021-03-25T00:00:00,2026-07-31T00:00:00,22-PA-00257,1,Rezayat Company Limited,,5
25-PA-00010-19,32200.0,"HIRE: EQUIPMENT;MANLIFT,WITH ARTICULATED BOOM,HT 45 M,LONG TERM RENTAL 1 YEAR OR MORE,VENDOR,VENDOR,12 HR/DAY",SAR,300000192972423,2025-02-16T00:00:00,2028-02-15T00:00:00,25-PA-00010,19,FAHAD S AL TAMIMI AND PARTNERS FOR TRADING AND CONTRACTING AND INDUSTRIAL COMPANY,,5
23-PA-00440-1,43.5,"HIRE: MANPOWER,SKILLED;HOUR,CIVIL REPAIR  AND MAINTENACE,CIVIL SUPERVISOR",SAR,300000192972417,2023-06-01T00:00:00,2026-06-01T00:00:00,23-PA-00440,1,Tamimi Industrial Services,,5
22-PA-00370-44,1.0,PROVIDE: CATERING SERVICES;PURPOSE: FRAMEWORK AGREEMENT-CATERING SERVICES (CONTRACT NO: 20-SS-001),SAR,300000192972418,2021-10-03T00:00:00,2027-10-03T00:00:00,22-PA-00370,44,CATRION CATERING HOLDING COMPANY,,5
